time_medstack,O18_medstack,C13_medstack
4913,-0.72,1.94
4914,-0.75,2
4915,-0.79,2.06
4916,-0.83,2.12
4917,-0.87,2.08
4918,-0.91,2
4919,-0.95,1.92
4920,-0.98,1.86
4921,-0.98,1.87
4922,-0.97,1.87
4923,-0.97,1.88
4924,-1.05,1.84
4925,-1.13,1.79
4926,-1.21,1.74
4927,-1.3,1.69
4928,-1.38,1.65
4929,-1.47,1.6
4930,-1.55,1.55
4931,-1.47,1.58
4932,-1.4,1.61
4933,-1.32,1.64
4934,-1.25,1.67
4935,-1.17,1.71
4936,-1.09,1.72
4937,-1.02,1.68
4938,-0.95,1.63
4939,-0.88,1.59
4940,-0.81,1.54
4941,-0.74,1.5
4942,-0.69,1.47
4943,-0.74,1.51
4944,-0.79,1.55
4945,-0.84,1.59
4946,-0.89,1.63
4947,-0.95,1.67
4948,-1,1.64
4949,-1.05,1.6
4950,-1.1,1.57
4951,-1.15,1.54
4952,-1.2,1.51
4953,-1.11,1.41
4954,-1.03,1.31
4955,-0.94,1.21
4956,-0.86,1.11
4957,-0.77,1.01
4958,-0.72,0.95
4959,-0.85,1.09
4960,-0.98,1.23
4961,-1.11,1.36
4962,-1.24,1.5
4963,-1.36,1.63
4964,-1.49,1.77
4965,-1.55,1.83
4966,-1.47,1.75
4967,-1.39,1.67
4968,-1.3,1.59
4969,-1.22,1.51
4970,-1.08,1.39
4971,-0.88,1.25
4972,-0.69,1.11
4973,-0.49,0.96
4974,-0.3,0.82
4975,-0.35,0.97
4976,-0.4,1.11
4977,-0.46,1.26
4978,-0.51,1.4
4979,-0.56,1.55
4980,-0.61,1.66
4981,-0.66,1.73
4982,-0.72,1.8
4983,-0.77,1.88
4984,-0.82,1.95
4985,-0.87,2.02
4986,-0.91,2.03
4987,-0.94,1.98
4988,-0.96,1.92
4989,-0.98,1.87
4990,-1.01,1.81
4991,-1.03,1.76
4992,-1.11,1.73
4993,-1.2,1.69
4994,-1.28,1.66
4995,-1.36,1.63
4996,-1.44,1.6
4997,-1.53,1.56
4998,-1.61,1.53
4999,-1.48,1.58
5000,-1.36,1.63
5001,-1.23,1.67
5002,-1.11,1.72
5003,-0.98,1.77
5004,-0.86,1.82
5005,-0.73,1.86
5006,-0.61,1.91
5007,-0.53,1.85
5008,-0.48,1.73
5009,-0.43,1.6
5010,-0.38,1.48
5011,-0.33,1.36
5012,-0.27,1.23
5013,-0.26,1.2
5014,-0.34,1.34
5015,-0.41,1.49
5016,-0.49,1.64
5017,-0.56,1.78
5018,-0.59,1.69
5019,-0.6,1.51
5020,-0.61,1.33
5021,-0.63,1.16
5022,-0.64,0.98
5023,-0.65,0.8
5024,-0.75,0.93
5025,-0.85,1.05
5026,-0.95,1.18
5027,-1.05,1.3
5028,-1.15,1.43
5029,-1.25,1.56
5030,-1.21,1.59
5031,-1.09,1.57
5032,-0.98,1.55
5033,-0.86,1.53
5034,-0.74,1.51
5035,-0.87,1.49
5036,-1.05,1.47
5037,-1.22,1.45
5038,-1.4,1.42
5039,-1.32,1.46
5040,-1.19,1.5
5041,-1.07,1.55
5042,-0.94,1.59
5043,-0.81,1.64
5044,-0.68,1.68
5045,-0.6,1.71
5046,-0.52,1.75
5047,-0.44,1.78
5048,-0.37,1.81
5049,-0.29,1.85
5050,-0.21,1.88
5051,-0.13,1.91
5052,-0.07,1.93
5053,-0.07,1.86
5054,-0.07,1.8
5055,-0.07,1.74
5056,-0.06,1.68
5057,-0.06,1.62
5058,-0.06,1.56
5059,-0.12,1.53
5060,-0.19,1.51
5061,-0.27,1.5
5062,-0.35,1.49
5063,-0.39,1.51
5064,-0.42,1.55
5065,-0.44,1.59
5066,-0.46,1.64
5067,-0.48,1.68
5068,-0.54,1.75
5069,-0.6,1.82
5070,-0.67,1.89
5071,-0.73,1.96
5072,-0.79,2.03
5073,-0.85,2.1
5074,-0.96,2.1
5075,-1.06,2.1
5076,-1.16,2.1
5077,-1.26,2.1
5078,-1.12,1.97
5079,-0.97,1.82
5080,-0.81,1.68
5081,-0.68,1.55
5082,-0.78,1.55
5083,-0.89,1.54
5084,-1,1.54
5085,-1.1,1.54
5086,-1.21,1.54
5087,-1.31,1.53
5088,-1.42,1.53
5089,-1.36,1.55
5090,-1.3,1.58
5091,-1.25,1.6
5092,-1.19,1.63
5093,-1.13,1.65
5094,-1.07,1.67
5095,-1.01,1.7
5096,-0.96,1.72
5097,-0.89,1.69
5098,-0.83,1.64
5099,-0.76,1.59
5100,-0.69,1.54
5101,-0.63,1.49
5102,-0.56,1.43
5103,-0.51,1.4
5104,-0.49,1.4
5105,-0.47,1.4
5106,-0.45,1.39
5107,-0.42,1.39
5108,-0.46,1.4
5109,-0.62,1.44
5110,-0.77,1.47
5111,-0.93,1.5
5112,-1.08,1.54
5113,-1.24,1.57
5114,-1.39,1.61
5115,-1.55,1.64
5116,-1.46,1.67
5117,-1.37,1.7
5118,-1.28,1.73
5119,-1.19,1.76
5120,-1.1,1.79
5121,-1.01,1.82
5122,-0.92,1.85
5123,-0.85,1.87
5124,-0.86,1.89
5125,-0.87,1.9
5126,-0.88,1.91
5127,-0.89,1.93
5128,-0.89,1.94
5129,-0.92,1.94
5130,-0.98,1.92
5131,-1.04,1.9
5132,-1.1,1.88
5133,-1.16,1.86
5134,-1.27,1.86
5135,-1.39,1.86
5136,-1.5,1.87
5137,-1.62,1.87
5138,-1.74,1.87
5139,-1.6,1.9
5140,-1.47,1.93
5141,-1.33,1.96
5142,-1.2,1.99
5143,-1.06,2.02
5144,-0.93,2.05
5145,-0.89,2.05
5146,-0.94,2.02
5147,-0.99,1.99
5148,-1.04,1.96
5149,-1.1,1.93
5150,-1.15,1.9
5151,-1.09,1.84
5152,-1.01,1.78
5153,-0.92,1.71
5154,-0.88,1.65
5155,-1.05,1.58
5156,-1.22,1.51
5157,-1.39,1.44
5158,-1.55,1.38
5159,-1.72,1.31
5160,-1.57,1.32
5161,-1.42,1.34
5162,-1.27,1.35
5163,-1.13,1.37
5164,-0.98,1.38
5165,-0.83,1.4
5166,-0.79,1.41
5167,-0.78,1.41
5168,-0.78,1.42
5169,-0.78,1.43
5170,-0.77,1.44
5171,-0.77,1.45
5172,-0.79,1.47
5173,-0.84,1.52
5174,-0.89,1.57
5175,-0.94,1.62
5176,-0.99,1.67
5177,-1.12,1.6
5178,-1.26,1.53
5179,-1.39,1.47
5180,-1.52,1.4
5181,-1.53,1.48
5182,-1.54,1.55
5183,-1.55,1.63
5184,-1.56,1.71
5185,-1.57,1.78
5186,-1.53,1.85
5187,-1.43,1.91
5188,-1.33,1.97
5189,-1.23,2.04
5190,-1.13,2.1
5191,-1.05,2.09
5192,-0.97,2.05
5193,-0.89,2.02
5194,-0.8,1.99
5195,-0.72,1.96
5196,-0.8,1.83
5197,-0.88,1.7
5198,-0.96,1.57
5199,-1.04,1.44
5200,-0.96,1.4
5201,-0.87,1.37
5202,-0.79,1.33
5203,-0.7,1.3
5204,-0.62,1.26
5205,-0.53,1.23
5206,-0.45,1.19
5207,-0.36,1.16
5208,-0.28,1.12
5209,-0.24,1.1
5210,-0.28,1.11
5211,-0.31,1.11
5212,-0.35,1.12
5213,-0.38,1.12
5214,-0.41,1.13
5215,-0.45,1.13
5216,-0.48,1.14
5217,-0.51,1.14
5218,-0.55,1.15
5219,-0.58,1.15
5220,-0.62,1.16
5221,-0.65,1.16
5222,-0.68,1.17
5223,-0.7,1.23
5224,-0.7,1.31
5225,-0.71,1.38
5226,-0.71,1.46
5227,-0.72,1.54
5228,-0.73,1.61
5229,-0.73,1.62
5230,-0.74,1.55
5231,-0.74,1.49
5232,-0.75,1.42
5233,-0.75,1.36
5234,-0.76,1.29
5235,-0.76,1.33
5236,-0.76,1.37
5237,-0.76,1.41
5238,-0.76,1.45
5239,-0.76,1.5
5240,-0.76,1.54
5241,-0.78,1.53
5242,-0.8,1.53
5243,-0.82,1.52
5244,-0.81,1.56
5245,-0.75,1.7
5246,-0.68,1.84
5247,-0.62,1.98
5248,-0.61,1.99
5249,-0.62,1.95
5250,-0.63,1.9
5251,-0.64,1.86
5252,-0.65,1.81
5253,-0.66,1.77
5254,-0.69,1.78
5255,-0.72,1.79
5256,-0.74,1.79
5257,-0.79,1.83
5258,-0.88,1.9
5259,-0.97,1.97
5260,-1.06,2.04
5261,-1.15,2.11
5262,-1.24,2.19
5263,-1.28,2.21
5264,-1.27,2.19
5265,-1.26,2.18
5266,-1.25,2.16
5267,-1.24,2.14
5268,-1.24,2.12
5269,-1.25,2.11
5270,-1.33,2.13
5271,-1.4,2.15
5272,-1.48,2.16
5273,-1.55,2.18
5274,-1.38,2.12
5275,-1.21,2.06
5276,-1.04,2
5277,-0.89,1.95
5278,-0.82,1.95
5279,-0.74,1.94
5280,-0.67,1.94
5281,-0.65,1.9
5282,-0.66,1.83
5283,-0.67,1.77
5284,-0.68,1.7
5285,-0.74,1.72
5286,-0.82,1.76
5287,-0.89,1.81
5288,-0.97,1.85
5289,-1.04,1.89
5290,-1.12,1.93
5291,-1.04,1.85
5292,-0.97,1.78
5293,-0.89,1.7
5294,-0.81,1.62
5295,-0.73,1.54
5296,-0.69,1.52
5297,-0.67,1.51
5298,-0.64,1.51
5299,-0.63,1.51
5300,-0.68,1.57
5301,-0.73,1.63
5302,-0.78,1.69
5303,-0.84,1.75
5304,-0.89,1.82
5305,-0.92,1.79
5306,-0.95,1.75
5307,-0.97,1.7
5308,-1,1.66
5309,-1.02,1.61
5310,-1.05,1.57
5311,-1.04,1.66
5312,-1.03,1.74
5313,-1.02,1.83
5314,-1.01,1.91
5315,-1,2
5316,-0.94,2.04
5317,-0.84,2.05
5318,-0.73,2.06
5319,-0.63,2.06
5320,-0.53,2.07
5321,-0.53,2.05
5322,-0.56,2.03
5323,-0.59,2.01
5324,-0.62,1.99
5325,-0.66,1.97
5326,-0.71,1.96
5327,-0.76,1.94
5328,-0.72,1.74
5329,-0.64,1.44
5330,-0.55,1.13
