pollen_depth,pollen_age_kabp,quercus_decid,ap_minus_pinus
172.75,421.7098,,
172.91,422.20735,,
173.07,422.6839,,
173.23,423.1112,32.899,74.2671
173.39,423.5314,,
173.55,423.95295,,
173.71,424.37395,,
173.87,424.79225,60.3278,80.9836
174.03,425.2159,,
174.19,425.644,,
174.35,426.0682,,
174.51,426.56155,19.3846,36.9231
174.66,427.00885,,
174.83,427.53195,,
174.99,428.0157,,
175.15,428.5015,2.31023,8.25083
175.31,428.9941,,
175.47,429.49525,,
175.63,429.98145,,
175.79,430.43495,0,1.88679
175.95,430.87545,,
176.11,431.3223,,
176.27,431.77375,,
176.43,432.2262,0.606061,9.09091
176.59,432.683,,
176.75,433.1373,,
176.91,433.5913,,
177.07,434.3699,0,7.07395
177.23,435.25475,,
177.39,436.12805,,
177.55,437.0129,,
177.71,437.89185,0,3.48101
177.87,438.7745,,
178.03,439.65095,,
178.19,440.5319,,
178.35,441.30195,0.292398,7.30994
178.51,442.0099,,
178.67,442.7299,,
178.83,443.4414,,
178.99,444.149,6.47249,14.5631
179.15,444.8733,,
179.31,445.59535,,
179.47,446.32245,,
179.63,446.9891,3.31126,8.9404
179.79,447.59205,,
179.95,448.2016,,
180.11,448.81705,,
180.27,449.43795,2.23642,9.26518
180.43,450.0556,,
180.59,450.6738,,
180.75,451.2881,,
180.91,451.9229,1.91257,13.1148
181.07,452.5985,,
181.21,453.1935,,
181.39,453.95845,,
181.55,454.6388,1.63935,13.7705
181.71,455.3182,,
181.87,455.9965,,
182.03,456.6758,,
182.19,457.28935,16.2251,41.7219
182.35,457.72525,,
182.51,458.16445,,
182.67,458.6094,,
182.83,459.05375,31.1728,49.0741
182.99,459.48755,,
183.15,459.9206,,
183.31,460.3573,,
183.47,460.78305,4.9505,10.8911
183.63,461.2,,
183.79,461.6229,,
183.95,462.0431,,
184.11,462.4634,9.45273,18.9055
184.27,462.8835,,
184.43,463.3066,,
184.59,463.7216,,
184.75,464.14855,13.2701,24.1706
184.91,464.6413,,
185.07,465.14675,,
185.23,465.64905,,
185.39,466.1512,23.5577,40.3846
185.55,466.65585,,
185.71,467.1645,,
185.87,467.6749,,
186.03,468.175,11.7647,22.1719
186.19,468.5868,,
186.35,468.98015,,
186.51,469.38115,,
186.67,469.78485,13.0045,21.0762
186.83,470.18015,,
186.99,470.57495,,
187.15,470.9688,,
187.31,471.366,15.2672,27.0992
187.47,471.7191,,
187.63,472.05275,,
187.79,472.3962,,
187.95,472.73835,6.10328,15.493
188.11,473.07915,,
188.27,473.4213,,
188.43,473.7622,,
188.59,474.1085,11.0553,18.0905
188.75,474.47235,,
188.91,474.8409,,
189.07,475.21015,,
189.23,475.58765,38.2489,56.2212
189.39,475.949,,
189.55,476.3302,,
189.71,476.6982,,
189.87,477.062,13.7931,28.0788
190.03,477.44355,,
190.19,477.83445,,
190.35,478.22205,,
190.51,478.6172,11.5385,25
190.67,479.0058,,
190.83,479.39735,,
190.99,479.7858,,
191.15,480.1774,23.3831,51.2438
191.31,480.5247,,
191.47,480.8448,,
191.63,481.1385,,
191.79,481.4401,19.4312,27.0142
191.95,481.74835,,
192.11,482.0485,,
192.27,482.35415,,
192.43,482.6582,10.5,21
192.59,482.9697,,
192.75,483.36555,,
192.91,483.74375,,
193.07,484.1295,17.7778,75.5556
193.23,484.51065,,
193.39,484.89575,,
193.55,485.28425,,
193.71,485.66515,42.7027,65.4054
193.87,486.04705,,
194.03,486.4407,,
194.19,486.82665,,
194.35,487.2209,45.6731,68.75
194.51,487.6098,,
194.67,487.99245,,
194.83,488.37875,,
194.99,488.75735,48.5149,71.7822
195.15,489.14075,,
195.31,489.573,,
195.47,490.00255,,
195.63,490.4421,54.4601,82.6291
195.79,490.88065,,
195.95,491.3261,,
196.11,491.77025,,
196.27,492.19595,42.5415,85.0829
196.43,492.62375,,
196.59,493.23035,,
196.75,493.86375,,
196.91,494.49415,16.3399,93.4641
197.07,495.12975,,
197.23,495.7652,,
197.39,496.39585,,
197.55,497.0151,16.8605,80.814
197.71,497.639,,
197.87,498.285,,
198.03,498.9346,,
198.19,499.5791,24.7368,83.1579
198.35,500.23075,,
198.51,500.877,,
198.67,501.5299,,
198.83,502.18295,23.1156,87.4372
198.99,502.8309,,
199.15,503.6783,,
199.31,504.63,,
199.47,505.58365,42.3488,87.5445
199.63,506.547,,
199.79,507.50365,,
199.95,508.4658,,
200.11,509.4285,53.3597,81.0277
200.27,510.3913,,
200.43,511.17615,,
200.59,511.8025,,
200.75,512.42375,55.5556,83.3333
200.91,513.0525,,
201.07,513.68165,,
201.23,514.31115,,
201.39,514.93715,44.0678,79.661
201.55,515.5703,,
201.71,516.14935,,
201.87,516.66345,,
202.03,517.1798,34.6154,74.0385
202.19,517.6994,,
202.35,518.22545,,
202.51,518.7368,,
202.67,519.2524,25.1852,78.5185
202.83,519.75345,,
202.99,520.28325,,
203.15,520.8651,,
203.31,521.44665,25.3012,81.9277
203.47,522.02395,,
203.63,522.60045,,
203.79,523.19415,,
203.95,523.78255,28,82.6667
204.11,524.3659,,
204.27,524.94795,,
204.43,525.5389,,
204.59,526.12985,29.4606,84.6473
204.82,526.9872,,
204.91,527.31965,,
205.07,527.91965,,
205.23,528.51715,37.5546,86.0262
205.39,529.1048,,
205.55,529.69885,,
205.71,530.05105,,
205.87,530.4084,36.1702,76.5957
206.03,530.76485,,
206.19,531.1238,,
206.35,531.488,,
206.51,531.8524,49.2147,78.534
206.67,532.209,,
206.83,532.56985,,
206.99,532.85655,,
207.15,533.14995,47.9167,65.2778
207.31,533.43385,,
207.47,533.72535,,
207.63,534.01105,,
207.79,534.3044,34.9206,50.5669
207.95,534.59495,,
208.11,534.8724,,
208.27,535.1694,,
208.43,535.4705,3.16206,8.69565
208.59,535.7722,,
208.75,536.074,,
208.92,536.4041,,
209.07,536.6868,36.7742,54.1935
209.23,536.9947,,
209.39,537.2918,,
209.55,537.7978,,
209.71,538.4114,4.92611,12.8079
209.88,539.06215,,
210.03,539.63835,,
210.19,540.23915,,
210.35,540.85055,23.6842,36.8421
210.51,541.4496,,
210.67,542.06175,,
210.83,542.60595,,
210.99,543.10225,30.581,57.1865
211.15,543.61025,,
211.32,544.1272,,
211.47,544.6044,,
211.63,545.1025,36.4217,57.1885
211.79,545.60625,,
211.95,546.1082,,
212.11,546.622,,
212.27,547.15765,16.7183,33.1269
212.43,547.69605,,
212.59,548.24255,,
212.75,548.7871,,
212.91,549.32675,34.5277,53.0945
213.07,549.8592,,
213.23,550.39945,,
213.39,550.92305,,
213.55,551.427,28.9474,44.7368
213.71,551.95075,,
213.87,552.4734,,
214.03,552.9969,,
214.19,553.5221,34.1463,46.3415
214.35,554.04025,,
214.51,554.5663,,
214.67,555.07305,,
214.83,555.55185,23.301,41.7476
214.99,556.02435,,
215.15,556.48975,,
215.31,556.96775,,
215.47,557.4369,20.8333,34.2593
215.63,557.90385,,
215.79,558.37905,,
215.95,559.03995,,
216.11,559.28565,46.0905,72.0165
216.27,559.7229,,
216.43,560.1673,,
216.59,560.61935,,
216.75,561.0679,24.6777,42.1731
216.91,561.5077,,
217.07,561.9498,,
217.23,562.37925,,
217.39,562.73415,23.2365,33.195
217.55,563.07465,,
217.71,563.41775,,
217.87,563.7593,,
218.03,564.10265,52.6863,75.7366
218.19,564.4442,,
218.35,564.7746,,
218.51,565.1024,,
218.67,565.42795,25.1816,39.4673
218.83,565.7554,,
218.99,566.0885,,
219.15,566.42,,
219.31,566.74525,15.1515,27.2727
219.47,567.07045,,
219.63,567.39395,,
219.79,567.71365,,
219.95,568.052,10.0917,21.1009
220.11,568.4009,,
220.27,568.74265,,
220.43,569.09265,,
220.59,569.4432,40.2597,73.3766
220.75,569.7897,,
220.91,570.1373,,
221.07,570.47795,,
221.23,570.84265,33.6134,74.2297
221.39,571.1993,,
221.55,571.5694,,
221.71,571.9412,,
221.87,572.3065,35.7895,83.6842
222.03,572.67605,,
222.19,573.05405,,
222.35,573.41525,,
222.51,573.78985,37.4165,81.7372
222.67,574.15015,,
222.83,574.52705,,
222.99,574.8886,,
223.15,575.2536,56.3559,92.3729
223.31,575.618,,
223.47,575.98895,,
223.63,576.3543,,
223.79,576.71055,41.3483,89.6629
223.95,577.06965,,
224.11,577.4314,,
224.27,577.79305,,
224.43,578.1673,63.1579,90.4605
224.59,578.5267,,
224.75,578.8938,,
224.91,579.25365,,
225.07,579.6153,68.5714,91.4286
225.23,579.9381,,
225.39,580.26465,,
225.55,580.59365,,
225.71,580.9183,63.7749,79.8359
225.87,581.24335,,
226.03,581.57255,,
226.19,581.89535,,
226.35,582.2212,51.2048,58.7349
226.51,582.5557,,
226.67,582.8992,,
226.83,583.24005,,
226.99,583.5847,36.2712,45.4237
227.15,583.9289,,
227.31,584.2766,,
227.47,584.61625,,
227.63,584.9619,17.5047,30.3538
227.79,585.38045,,
227.95,585.81895,,
228.11,586.2534,,
228.27,586.69265,22.8013,29.6417
228.43,587.13365,,
228.59,587.5664,,
228.75,588.0022,,
228.91,588.4251,50,58.0153
229.07,588.8264,,
229.23,589.2035,,
229.39,589.5949,,
229.55,589.97775,58.7699,72.6651
229.71,590.3667,,
229.87,590.74765,,
230.03,591.13035,,
230.18,591.4877,59.3361,72.6141
230.35,591.9272,,
230.51,592.35485,,
230.67,592.7845,,
230.83,593.21825,30.5296,77.5701
230.99,593.65765,,
231.15,594.0975,,
231.31,594.52335,,
231.47,594.951,26.0586,33.5601
231.64,595.4854,,
231.79,595.92235,,
231.95,596.4353,,
232.11,596.94565,46.7492,61.9195
232.27,597.45335,,
232.43,597.9652,,
232.59,598.4715,,
232.75,598.9856,11.2179,21.7949
232.91,599.45785,,
233.07,599.8832,,
233.23,600.3029,,
233.39,600.72555,54.1667,66.3462
233.55,601.14345,,
233.71,601.57185,,
233.87,601.9991,,
234.03,602.4342,28.7129,35.6436
234.19,602.8536,,
234.35,603.25135,,
234.51,603.652,,
234.66,604.0267,26.8437,34.8083
234.83,604.4551,,
234.99,604.8601,,
235.15,605.26355,,
235.31,605.67075,51.2903,60.9677
235.47,606.0729,,
235.63,606.5253,,
235.79,606.98215,,
235.95,607.4306,50.2994,68.2635
236.11,607.87625,,
236.27,608.31655,,
236.43,608.75265,,
236.59,609.19405,54.2274,70.8455
236.75,609.63105,,
236.91,610.0022,,
237.07,610.3701,,
237.23,610.73605,47.0219,68.652
237.39,611.11055,,
237.55,611.482,,
237.71,611.85805,,
237.87,612.2341,27.957,88.172
238.03,612.6025,,
238.19,612.97645,,
238.35,613.35245,,
238.51,613.72475,18.3099,83.0986
238.67,614.09885,,
238.83,614.46765,,
238.99,614.83935,,
239.15,615.21215,15.3846,85.7988
239.31,615.57945,,
239.47,615.96355,,
239.63,616.34705,,
239.79,616.73505,26.4706,79.4118
239.95,617.118,,
240.11,617.49935,,
240.27,617.89585,,
240.43,618.28375,47.2727,78.6364
240.59,618.6618,,
240.75,619.0362,,
240.91,619.3974,,
241.07,619.757,49.8282,67.354
241.23,620.12035,,
241.39,620.48455,,
241.55,620.8418,,
241.71,621.20705,39.0909,45
241.87,621.5599,,
242.03,621.9435,,
242.19,622.33285,,
242.35,622.71895,20.1835,27.9817
242.51,623.10955,,
242.67,623.51025,,
242.83,623.9081,,
242.99,624.305,11.1969,17.3745
243.15,624.70105,,
243.31,625.0887,,
243.47,625.4686,,
243.63,625.8435,15.3285,28.4672
243.79,626.2179,,
243.95,626.59185,,
244.11,626.96455,,
244.27,627.35595,7.14286,35.1648
244.43,627.74495,,
244.59,628.14435,,
244.75,628.58525,,
244.91,629.019,6.89655,26.8966
245.07,629.45935,,
245.23,629.89025,,
245.39,630.32625,,
245.55,630.7531,2.13904,14.9733
245.71,631.1787,,
245.87,631.62805,,
246.03,632.14785,,
246.19,632.68145,12.0482,24.6988
246.35,633.2025,,
246.51,633.7246,,
246.67,634.2382,,
246.83,634.7525,10.9453,27.8607
246.99,635.2654,,
247.15,635.783,,
247.31,636.18855,,
247.47,636.58895,10.1604,28.877
247.63,636.9985,,
247.79,637.3959,,
247.95,637.7973,,
248.11,638.21245,16,30
248.27,638.61225,,
248.43,639.01225,,
248.59,639.53565,,
248.75,640.0841,3.80623,15.2249
248.91,640.62335,,
249.07,641.1658,,
249.23,641.7089,,
249.39,642.25215,7.14286,24.2857
249.55,642.78885,,
249.71,643.31995,,
249.87,643.8297,,
250.03,644.3421,4.84581,19.3833
250.19,644.842,,
250.35,645.3474,,
250.51,645.84525,,
250.67,646.3597,2.92887,11.7155
250.83,646.86935,,
250.99,647.36485,,
251.15,647.8624,,
251.31,648.36055,1.66113,11.6279
251.47,648.85295,,
251.63,649.34995,,
251.79,649.85075,,
251.95,650.3394,5.94059,20.297
252.11,650.84095,,
252.27,651.3316,,
252.43,651.76025,,
252.59,652.12985,8.83978,19.8895
252.75,652.50985,,
252.91,652.88775,,
253.07,653.2632,,
253.23,653.6375,3.14342,10.2161
253.39,654.0198,,
253.55,654.39995,,
253.71,654.8694,,
253.87,655.4694,4.32277,12.6801
254.03,656.0733,,
254.19,656.66575,,
254.35,657.25845,,
254.51,657.84415,5.45455,18.6364
254.67,658.4337,,
254.83,659.013,,
254.99,659.61625,,
255.15,660.24895,13.4021,27.8351
255.31,660.88395,,
255.47,661.51545,,
255.63,662.14785,,
255.79,662.77385,6.33484,20.8145
255.95,663.4066,,
256.11,664.0372,,
256.27,664.64745,,
256.43,665.21015,5.33808,13.1673
256.59,665.77155,,
256.75,666.3381,,
256.91,666.89715,,
257.07,667.4497,3.40909,12.5
257.23,668.0097,,
257.39,668.5773,,
257.55,669.1311,,
257.71,669.6726,29.1429,52.5714
257.87,670.2195,,
258.03,670.7631,,
258.19,671.30495,,
258.35,671.85885,19.7183,38.7324
258.51,672.40375,,
258.67,672.9603,,
258.83,673.52335,,
258.99,674.01665,16.8675,39.759
259.16,674.541,,
259.31,675.0134,,
259.47,675.51815,,
259.63,676.0177,16.8675,44.5783
259.79,676.52365,,
259.95,677.0364,,
260.11,677.54605,,
260.27,678.7024,4.23729,17.7966
260.563,680.6063,,
260.723,681.9729,,
260.883,683.3276,,
261.043,684.6869,16.4835,48.3516
261.203,686.0408,,
261.363,687.3989,,
261.523,688.75155,,
261.683,689.8321,21.4286,51.7857
261.843,690.9243,,
262.003,692.0121,,
262.163,693.0979,,
262.323,694.1879,48.951,65.7343
262.483,695.2778,,
262.643,696.3701,,
262.803,697.4611,,
262.963,698.13235,37.5566,52.4887
263.123,698.75985,,
263.283,699.386,,
263.443,700.0043,,
263.603,700.6171,24.1026,48.2051
263.763,701.23555,,
263.923,701.85865,,
264.083,702.48,,
264.243,703.15275,34.7826,64.6739
264.403,703.85735,,
264.563,704.571,,
264.723,705.27295,,
264.883,705.98165,16.1491,38.5093
265.043,706.6933,,
265.203,707.3993,,
265.363,708.09535,,
265.523,708.8312,27.2727,50.5051
265.683,709.5647,,
265.843,710.3118,,
266.003,711.04805,,
266.163,711.7987,14.5833,40.625
266.323,712.54035,,
266.483,713.2875,,
266.643,714.0229,,
266.803,714.83745,5.41176,16.2353
266.963,715.71855,,
267.123,716.58295,,
267.283,717.4595,,
267.443,718.3409,4.814,15.9737
267.603,719.232,,
267.763,720.1116,,
267.923,720.9843,,
268.083,721.6754,3.75,21.25
268.243,722.1162,,
268.403,722.5639,,
268.563,723.0073,,
268.723,723.45545,1.84332,12.4424
268.883,723.8963,,
269.043,724.3433,,
269.203,724.78955,,
269.363,725.2616,5.42169,25.3012
269.523,725.82075,,
269.683,726.3864,,
269.843,726.94915,,
270.003,727.5218,5.6,27.6
270.163,728.0931,,
270.323,728.65935,,
270.483,729.2196,,
270.643,729.77235,1.35135,14.8649
270.803,730.3176,,
270.963,730.8667,,
271.123,731.42235,,
271.283,731.9902,11.6959,41.5205
271.443,732.5398,,
271.603,733.0999,,
271.773,733.6988,,
271.923,734.2252,23.7288,53.775
272.083,734.78665,,
272.243,735.33655,,
272.403,735.9032,,
272.563,736.4558,25.5319,47.3404
272.723,737.01645,,
272.883,737.57565,,
273.043,738.1339,,
273.203,738.6909,2.32558,17.4419
273.363,739.10335,,
273.523,739.5099,,
273.683,739.90575,,
273.843,740.3012,2.2508,92.6045
274.003,740.70135,,
274.163,741.08735,,
274.323,741.4769,,
274.483,741.87025,3.18182,18.6364
274.643,742.222,,
274.803,742.57265,,
274.963,742.91755,,
275.123,743.2696,15.4176,45.6103
275.283,743.621,,
275.443,743.97795,,
275.603,744.3225,,
275.763,744.6687,3.85852,18.9711
275.923,745.05495,,
276.083,745.46585,,
276.243,745.8819,,
276.403,746.29225,5.72519,35.4962
276.563,746.70625,,
276.723,747.11755,,
276.883,747.5187,,
277.043,747.93215,5.51724,20.6897
277.203,748.35055,,
277.363,748.7907,,
277.523,749.23255,,
277.683,749.67625,18,40.2857
277.843,750.11195,,
278.003,750.5554,,
278.163,750.9902,,
278.323,751.4399,0,89.6414
278.483,751.8476,,
278.643,752.2211,,
278.803,752.6033,,
278.963,752.97645,11.1538,20.7692
279.123,753.3563,,
279.283,753.73745,,
279.443,754.12685,,
279.603,754.5088,11.4391,29.8893
279.763,754.90315,,
279.923,755.316,,
280.083,755.7282,,
280.243,756.1336,15.3846,41.2587
280.403,756.5448,,
280.563,756.9505,,
280.723,757.35785,,
280.883,757.76805,4.16667,17.5926
281.043,758.1771,,
281.203,758.6104,,
281.363,759.0406,,
281.523,759.47915,19.5876,50.5155
281.683,759.91275,,
281.843,760.3494,,
282.003,760.7867,,
282.163,761.21415,6.61157,20.1102
282.323,761.6538,,
282.483,762.1078,,
282.643,762.5623,,
282.803,763.02035,17.8218,60.7261
282.963,763.47185,,
283.123,763.92785,,
283.283,764.3858,,
283.443,764.8346,21.0702,61.8729
283.603,765.27495,,
283.763,765.7148,,
283.923,766.15785,,
284.083,766.6031,2.53807,14.7208
284.243,767.05,,
284.403,767.49105,,
284.563,767.9392,,
284.723,768.3851,18.018,74.7748
284.883,768.82695,,
285.043,769.28705,,
285.203,769.74775,,
285.363,770.2044,31.5493,59.4366
285.523,770.66685,,
285.683,771.12815,,
285.843,771.59805,,
286.003,772.07035,41.2121,83.0303
286.163,772.544,,
286.323,773.13715,,
286.483,773.8015,,
286.643,774.4643,29.055,67.2779
286.803,775.12775,,
286.963,775.78095,,
287.123,776.44725,,
287.283,777.0981,22.3757,82.5967
287.443,777.75755,,
287.603,778.48195,,
287.763,779.2696,,
287.923,780.0606,31.5956,76.9352
288.083,780.8521,,
288.233,781.5826,,
288.403,782.42735,,
288.563,783.2102,19.5876,69.0722
288.723,783.9975,,
288.883,784.72585,,
289.043,785.4023,,
289.203,786.0715,60.061,77.439
289.363,786.77185,,
289.523,787.4325,,
289.683,788.1194,,
289.843,788.80075,12.9129,24.9249
290.003,789.47875,,
290.163,790.09015,,
290.323,790.52265,,
290.483,790.9665,6.08365,16.73
290.643,791.4161,,
290.803,791.86345,,
290.963,792.3081,,
291.123,792.74425,0,17.8439
291.283,793.17995,,
291.443,793.6512,,
291.603,794.30865,,
291.763,794.9765,0.452489,23.5294
291.923,795.6444,,
292.083,796.30375,,
292.243,796.96195,,
292.403,797.62705,2.05761,13.9918
292.563,798.2845,,
292.723,798.9446,,
292.883,799.59325,,
293.043,800.24405,5,13.6364
293.203,800.89325,,
293.363,801.54775,,
293.523,802.1944,,
293.683,802.84885,2.28311,9.13242
293.843,803.5035,,
294.003,804.14535,,
294.163,804.83815,,
294.323,805.52925,16.055,33.0275
294.483,806.22065,,
294.643,806.9217,,
294.803,807.6249,,
294.963,808.32905,8.4507,19.7183
295.123,809.02975,,
295.283,809.7291,,
295.443,810.3283,,
295.603,810.89175,25.4386,46.9298
295.763,811.45875,,
295.923,812.02545,,
296.093,812.6246,,
296.243,813.15735,36.1111,59.5238
296.403,813.72565,,
296.563,814.28925,,
296.723,814.8171,,
296.883,815.33,36.8644,73.3051
297.043,815.848,,
297.203,816.36055,,
297.363,816.8754,,
297.523,817.3867,23.301,54.3689
297.683,817.9014,,
297.843,818.418,,
298.003,818.89765,,
298.163,819.36005,34.3434,66.6667
298.323,819.8157,,
298.483,820.27945,,
298.643,820.7399,,
298.803,821.19775,33.5065,65.974
298.963,821.66,,
299.123,822.1217,,
299.283,822.54805,,
299.443,822.9437,3.37079,30.3371
299.603,823.33215,,
299.763,823.7287,,
299.923,824.11285,,
300.083,824.50265,26.087,75.8454
300.243,824.8899,,
300.403,825.2723,,
300.563,825.6806,,
300.723,826.13785,44.7458,76.2712
300.883,826.59655,,
301.043,827.05525,,
301.203,827.5154,,
301.363,827.97375,25.2747,81.3187
301.523,828.43835,,
301.683,828.9098,,
301.843,829.41415,,
302.003,830.15225,6.66667,26.6667
302.163,830.88935,,
302.323,831.6285,,
302.483,832.36435,,
302.643,833.1057,28.2353,80
302.803,833.84505,,
302.963,834.56925,,
303.123,835.3165,,
303.283,836.32035,9.52381,28.0423
303.443,837.32335,,
303.603,838.3221,,
303.763,839.32135,,
303.923,840.32195,43.4109,82.9457
304.083,841.31495,,
304.243,842.30295,,
304.403,843.29555,,
304.563,844.27915,46.8599,71.4976
304.723,845.26155,,
304.893,846.31255,,
305.043,847.2359,,
305.203,848.229,23.0769,33.3333
305.363,849.2331,,
305.523,850.23595,,
305.683,851.23215,,
305.843,852.24325,21.4286,70.2381
306.003,853.27365,,
306.163,854.3006,,
306.323,855.32435,,
306.483,856.3425,29.7143,80.5714
306.643,857.36125,,
306.803,858.3814,,
306.963,859.40415,,
307.123,860.3957,28.4091,87.5
307.283,861.44575,,
307.443,862.37565,,
307.603,863.36555,,
307.763,864.3502,0,0
307.923,865.34725,,
308.083,866.3477,,
308.253,867.41625,,
308.403,868.14435,0,4.12371
308.563,868.7462,,
308.723,869.3543,,
308.883,869.95585,,
309.043,870.56105,6.0241,20.4819
309.203,871.16295,,
309.363,871.7611,,
309.523,872.36405,,
309.683,872.9032,8,29.2683
309.843,873.33725,,
310.003,873.781,,
310.163,874.22565,,
310.323,874.65855,10.6796,32.0388
310.483,875.1033,,
310.643,875.54125,,
310.803,875.9736,,
310.963,876.43965,0,25.3012
311.123,876.96485,,
311.283,877.5086,,
311.443,878.0397,,
311.603,878.5754,2.29885,8.04598
311.763,879.10755,,
311.923,879.65195,,
312.083,880.1798,,
312.243,880.7031,1.25786,16.9811
312.403,881.1796,,
312.563,881.6687,,
312.723,882.1514,,
312.883,882.6304,4.66667,19.3333
313.043,883.11475,,
313.203,883.60925,,
313.363,884.0896,,
313.523,884.5631,0.561798,13.4831
313.683,885.0977,,
313.843,885.6116,,
314.003,886.13035,,
314.163,886.66125,0.854701,13.6752
314.323,887.1948,,
314.483,887.72545,,
314.643,888.25755,,
314.803,888.7826,4.83092,38.1643
314.963,889.53305,,
315.123,890.31165,,
315.283,891.0909,,
315.443,891.88275,12.1547,56.9061
315.603,892.66405,,
315.763,893.44085,,
315.923,894.2164,,
316.083,894.99485,7.03125,54.6875
316.243,895.9078,,
316.403,896.8711,,
316.563,897.8405,,
316.723,898.7944,7.48299,37.415
316.883,899.749,,
317.043,900.6988,,
317.193,901.59805,,
317.363,902.6048,3.94089,49.7537
317.523,903.50335,,
317.683,904.38425,,
317.843,905.28475,,
318.003,906.16625,16.0494,54.321
318.163,907.05705,,
318.323,907.9542,,
318.483,908.8373,,
318.643,909.7202,19.2771,73.494
318.803,910.76055,,
318.963,911.94245,,
319.123,913.1298,,
319.283,914.30825,3.26087,19.5652
319.443,915.5024,,
319.603,916.69205,,
319.763,917.8931,,
319.923,919.0874,0,15.2542
320.083,919.93365,,
320.243,920.32115,,
320.403,920.71315,,
320.563,921.10345,5.42636,10.8527
320.723,921.4829,,
320.883,921.8647,,
321.043,922.2458,,
321.203,922.6238,5.88235,35.2941
321.363,922.98765,,
321.523,923.34335,,
321.683,923.6952,,
321.843,924.04,8.51064,31.9149
322.003,924.39515,,
322.163,924.73775,,
322.323,925.08965,,
322.483,925.44295,2.1978,8.79121
322.643,925.8,,
322.803,926.2007,,
322.963,926.61185,,
323.123,927.01585,19.6721,48.3607
323.283,927.42585,,
323.443,927.8427,,
323.603,928.2462,,
323.763,928.65645,7.54717,30.1887
323.923,929.0513,,
324.083,929.4581,,
324.243,929.8592,,
324.403,930.2521,0,0
324.563,930.64985,,
324.723,931.04095,,
324.883,931.43945,,
325.043,931.83775,2.54237,26.2712
325.203,932.23705,,
325.363,932.62865,,
325.523,933.02225,,
325.683,933.4222,25,85.1351
325.843,933.82105,,
326.003,934.2264,,
326.163,934.63065,,
326.323,935.0292,11.5646,32.6531
326.483,935.43045,,
326.643,935.84805,,
326.803,936.277,,
326.963,936.70695,22.1154,58.6538
327.123,937.1411,,
327.283,937.56805,,
327.44,937.98745,,
327.6,938.4111,46.4516,69.6774
327.76,938.8432,,
327.92,939.2421,,
328.07,939.60935,,
328.24,940.0253,54.3379,79.9087
328.4,940.41405,,
328.56,940.804,,
328.72,941.1913,,
328.88,941.5827,44.0367,72.4771
329.04,941.98605,,
329.2,942.40105,,
329.36,942.8367,,
329.52,943.26675,27.972,76.9231
329.68,943.6998,,
329.84,944.12095,,
330,944.55045,,
330.16,944.97595,35.461,80.1418
330.32,945.4053,,
330.48,945.83945,,
330.64,946.3022,,
330.8,946.76025,27.9236,81.6229
330.96,947.2243,,
331.12,947.681,,
331.28,948.14075,,
331.44,948.59765,17.0478,88.3576
331.6,949.05425,,
331.76,949.48855,,
331.92,949.9133,,
332.08,950.335,20.9524,82.381
332.24,950.7625,,
332.4,951.1868,,
332.56,951.60885,,
332.72,952.0349,23.0435,82.1739
332.88,952.45605,,
333.04,952.8795,,
333.2,953.3594,,
333.36,953.83915,32.0346,74.026
333.52,954.31715,,
333.68,954.7946,,
333.84,955.2696,,
334,955.74975,61.7729,75.6233
334.16,956.22555,,
334.34,956.75485,,
334.48,957.1634,,
334.64,957.62065,59.0406,68.2657
334.8,958.07685,,
334.96,958.55115,,
335.12,959.0233,,
335.28,959.49625,45.8599,54.7771
335.43,959.94755,,
335.6,960.4394,,
335.76,960.8492,,
335.92,961.2461,45.6897,52.0115
336.08,961.65025,,
336.24,962.0654,,
336.4,962.47695,,
336.56,962.8904,18.7097,32.5806
336.72,963.29595,,
336.88,963.69715,,
337.04,964.05575,,
337.2,964.40455,19.4444,40.7407
337.36,964.74975,,
337.52,965.09815,,
337.68,965.44195,,
337.84,965.7817,5.22388,12.6866
338,966.1269,,
338.16,966.45885,,
338.32,966.7925,,
338.48,967.0953,14.2857,45.6044
338.64,967.40855,,
338.8,967.7183,,
338.96,968.0332,,
339.12,968.3412,5.23256,43.6047
339.28,968.648,,
339.44,968.95885,,
339.6,969.27655,,
339.76,969.59465,10.5263,60.3239
339.92,969.9089,,
340.08,970.22665,,
340.24,970.5398,,
340.4,970.862,22.561,63.4146
340.56,971.17915,,
340.72,971.4929,,
340.88,971.80325,,
341.04,972.1285,10.1911,24.2038
341.2,972.4596,,
341.36,972.78135,,
341.52,973.11265,,
341.68,973.44305,40,67.8788
341.84,973.77025,,
342,974.0936,,
342.16,974.42745,,
342.32,974.7663,48.8462,60.3846
342.48,975.102,,
342.64,975.445,,
342.8,975.77715,,
342.94,976.083,48.3516,58.9744
343.12,976.4495,,
343.28,976.79975,,
343.44,977.1312,,
343.6,977.42655,32.7957,44.086
343.76,977.7229,,
343.92,978.0214,,
344.09,978.3378,,
344.24,978.6277,44.4976,56.2201
344.42,978.9658,,
344.56,979.2331,,
344.72,979.5329,,
344.88,979.80455,38.6364,52.2727
345.04,980.0793,,
345.2,980.3548,,
345.36,980.62905,,
345.52,980.9072,16.0643,29.7189
345.68,981.18255,,
345.84,981.4593,,
346,981.7377,,
346.16,982.0408,51.752,77.0889
346.32,982.35915,,
346.48,982.6675,,
346.64,982.9953,,
346.8,983.30705,11.3772,50.2994
346.96,983.6296,,
